system:index,NDVI,date,.geo
20241102T054001_20241102T054002_T43REQ_35_0,0.16061452,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39062264620613,31.39941974664227]}"
20241102T054001_20241102T054002_T43REQ_36_0,0.1706965,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39041264401716,31.39951061197867]}"
20241102T054001_20241102T054002_T43REQ_37_0,0.23915462,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38799851741051,31.40078110014943]}"
20241102T054001_20241102T054002_T43REQ_38_0,0.16098708,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39115120422673,31.400049714869933]}"
20241102T054001_20241102T054002_T43REQ_39_0,0.17133956,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39104676381905,31.400230484802897]}"
20241102T054001_20241102T054002_T43REQ_40_0,0.16254078,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39031044282181,31.400232728556134]}"
20241102T054001_20241102T054002_T43REQ_41_0,0.07777165,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3873610822893,31.3992491909903]}"
20241102T054001_20241102T054002_T43REQ_42_0,0.14135514,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3876822076431,31.400601605677377]}"
20241102T054001_20241102T054002_T43REQ_43_0,0.2394561,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38956965015565,31.39915227349165]}"
20241102T054001_20241102T054002_T43REQ_44_0,0.15120275,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38726033967477,31.40033220362269]}"
20241102T054001_20241102T054002_T43REQ_45_0,0.083927594,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38883594091182,31.39978608061416]}"
20241102T054001_20241102T054002_T43REQ_46_0,0.11111111,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38873484289127,31.400778869639097]}"
20241102T054001_20241102T054002_T43REQ_47_0,0.15666533,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38936784122885,31.40122807707162]}"
20241102T054001_20241102T054002_T43REQ_48_0,0.21560575,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38851851806561,31.399335914475586]}"
20241102T054001_20241102T054002_T43REQ_49_0,0.15896188,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3902097331732,31.401315743071414]}"
20241102T054001_20241102T054002_T43REQ_50_0,0.11878598,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38915113339412,31.39969489861189]}"
20241102T054001_20241102T054002_T43REQ_51_0,0.09011469,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38904929448915,31.40050723878762]}"
20241102T054001_20241102T054002_T43REQ_52_0,0.14043528,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39020562734798,31.40032327328115]}"
20241102T054001_20241102T054002_T43REQ_53_0,0.17890236,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39135970950815,31.399597950212858]}"
20241102T054001_20241102T054002_T43REQ_54_0,0.14885195,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39010417007896,31.401225838668502]}"
20241102T054001_20241102T054002_T43REQ_55_0,0.108440034,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38915448353002,31.40050691954255]}"
20241102T054001_20241102T054002_T43REQ_56_0,0.16072144,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39136195558372,31.400139297376985]}"
20241102T054001_20241102T054002_T43REQ_57_0,0.06790946,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38904668952047,31.39987566695371]}"
20241102T054001_20241102T054002_T43REQ_58_0,0.16577098,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39031118951826,31.40041317762068]}"
20241102T054001_20241102T054002_T43REQ_59_0,0.16001612,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39020898664444,31.401135294030116]}"
20241107T053929_20241107T054229_T43REQ_0_0,0.06998536,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38831297115634,31.400509471086675]}"
20241107T053929_20241107T054229_T43REQ_1_0,0.18285489,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38957710293414,31.400956764371404]}"
20241107T053929_20241107T054229_T43REQ_2_0,0.09688196,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38852000455684,31.39969681272711]}"
20241107T053929_20241107T054229_T43REQ_3_0,0.059271343,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38904743378889,31.400056116055488]}"
20241107T053929_20241107T054229_T43REQ_4_0,0.15940766,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38988558564554,31.39924153880646]}"
20241107T053929_20241107T054229_T43REQ_5_0,0.09187974,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38767738689063,31.399428686334442]}"
20241107T053929_20241107T054229_T43REQ_6_0,0.16602972,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38999711495343,31.400775036068804]}"
20241107T053929_20241107T054229_T43REQ_7_0,0.19983916,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38947265851037,31.40113753302947]}"
20241107T053929_20241107T054229_T43REQ_8_0,0.14660421,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39009931909163,31.400052919777625]}"
20241107T053929_20241107T054229_T43REQ_9_0,0.18285489,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38957710293414,31.400956764371404]}"
20241107T053929_20241107T054229_T43REQ_10_0,0.17778735,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38936858615111,31.401408526128385]}"
20241107T053929_20241107T054229_T43REQ_11_0,0.18254603,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38947154084269,31.40086685943431]}"
20241107T053929_20241107T054229_T43REQ_12_0,0.105945945,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38915150562475,31.399785123164843]}"
20241107T053929_20241107T054229_T43REQ_13_0,0.20193705,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38788479451281,31.398706253420798]}"
20241107T053929_20241107T054229_T43REQ_14_0,0.06483301,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38894150118222,31.399875986104615]}"
20241107T053929_20241107T054229_T43REQ_15_0,0.14046822,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39009521463133,31.399060449778577]}"
20241107T053929_20241107T054229_T43REQ_16_0,0.22889008,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38820852478413,31.40069023874324]}"
20241107T053929_20241107T054229_T43REQ_17_0,0.1825172,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3897900920429,31.40158769659236]}"
20241107T053929_20241107T054229_T43REQ_18_0,0.17332235,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39051969962223,31.399961414315648]}"
20241107T053929_20241107T054229_T43REQ_19_0,0.09403546,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3884140733637,31.39951668231881]}"
20241107T053929_20241107T054229_T43REQ_20_0,0.123809524,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38799109488168,31.39897660888161]}"
20241107T053929_20241107T054229_T43REQ_21_0,0.17559153,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3910452676292,31.39986958669011]}"
20241107T053929_20241107T054229_T43REQ_22_0,0.10871905,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38756960406478,31.398797432306885]}"
20241107T053929_20241107T054229_T43REQ_23_0,0.15431349,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39041413776552,31.39987151013896]}"
20241107T053929_20241107T054229_T43REQ_24_0,0.16420265,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3908423682083,31.401674718590012]}"
20241107T053929_20241107T054229_T43REQ_25_0,0.116504855,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38936411671793,31.400325831711246]}"
20241107T053929_20241107T054229_T43REQ_26_0,0.181214,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38905078307947,31.40086813695037]}"
20241107T053929_20241107T054229_T43REQ_27_0,0.06974359,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38967819225192,31.399963974780853]}"
20241107T053929_20241107T054229_T43REQ_28_0,0.078108944,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3899941305689,31.400053239793753]}"
20241107T053929_20241107T054229_T43REQ_29_0,0.16867939,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39051895254012,31.399780965242865]}"
20241107T053929_20241107T054229_T43REQ_30_0,0.3732893,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38862333408767,31.399245371111665]}"
20241107T053929_20241107T054229_T43REQ_31_0,0.16622922,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38905041092939,31.400777912411584]}"
20241107T053929_20241107T054229_T43REQ_32_0,0.0806271,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38852186270844,31.400147935512823]}"
20241107T053929_20241107T054229_T43REQ_33_0,0.16313285,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39031006947612,31.400142504021936]}"
20241107T053929_20241107T054229_T43REQ_34_0,0.093612336,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38946967809672,31.400415736750187]}"
20241107T053929_20241107T054229_T43REQ_35_0,0.119302414,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39062264620613,31.39941974664227]}"
20241107T053929_20241107T054229_T43REQ_36_0,0.12558937,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39041264401716,31.39951061197867]}"
20241107T053929_20241107T054229_T43REQ_37_0,0.21348314,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38799851741051,31.40078110014943]}"
20241107T053929_20241107T054229_T43REQ_38_0,0.16229014,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39115120422673,31.400049714869933]}"
20241107T053929_20241107T054229_T43REQ_39_0,0.17923024,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39104676381905,31.400230484802897]}"
20241107T053929_20241107T054229_T43REQ_40_0,0.17336792,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39031044282181,31.400232728556134]}"
20241107T053929_20241107T054229_T43REQ_41_0,0.11606632,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3873610822893,31.3992491909903]}"
20241107T053929_20241107T054229_T43REQ_42_0,0.24680074,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3876822076431,31.400601605677377]}"
20241107T053929_20241107T054229_T43REQ_43_0,0.22689076,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38956965015565,31.39915227349165]}"
20241107T053929_20241107T054229_T43REQ_44_0,0.20266183,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38726033967477,31.40033220362269]}"
20241107T053929_20241107T054229_T43REQ_45_0,0.091803275,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38883594091182,31.39978608061416]}"
20241107T053929_20241107T054229_T43REQ_46_0,0.14132762,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38873484289127,31.400778869639097]}"
20241107T053929_20241107T054229_T43REQ_47_0,0.17722057,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38936784122885,31.40122807707162]}"
20241107T053929_20241107T054229_T43REQ_48_0,0.1424724,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38851851806561,31.399335914475586]}"
20241107T053929_20241107T054229_T43REQ_49_0,0.17319904,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3902097331732,31.401315743071414]}"
20241107T053929_20241107T054229_T43REQ_50_0,0.10473613,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38915113339412,31.39969489861189]}"
20241107T053929_20241107T054229_T43REQ_51_0,0.11876607,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38904929448915,31.40050723878762]}"
20241107T053929_20241107T054229_T43REQ_52_0,0.1324201,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39020562734798,31.40032327328115]}"
20241107T053929_20241107T054229_T43REQ_53_0,0.18843931,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39135970950815,31.399597950212858]}"
20241107T053929_20241107T054229_T43REQ_54_0,0.16802052,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39010417007896,31.401225838668502]}"
20241107T053929_20241107T054229_T43REQ_55_0,0.12904939,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38915448353002,31.40050691954255]}"
20241107T053929_20241107T054229_T43REQ_56_0,0.13477218,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39136195558372,31.400139297376985]}"
20241107T053929_20241107T054229_T43REQ_57_0,0.1040872,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38904668952047,31.39987566695371]}"
20241107T053929_20241107T054229_T43REQ_58_0,0.16089226,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39031118951826,31.40041317762068]}"
20241107T053929_20241107T054229_T43REQ_59_0,0.17782286,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39020898664444,31.401135294030116]}"
20241122T054141_20241122T054137_T43REQ_0_0,0.10133543,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38831297115634,31.400509471086675]}"
20241122T054141_20241122T054137_T43REQ_1_0,0.086603515,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38957710293414,31.400956764371404]}"
20241122T054141_20241122T054137_T43REQ_2_0,0.10427607,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38852000455684,31.39969681272711]}"
20241122T054141_20241122T054137_T43REQ_3_0,0.064935066,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38904743378889,31.400056116055488]}"
20241122T054141_20241122T054137_T43REQ_4_0,0.08654545,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38988558564554,31.39924153880646]}"
20241122T054141_20241122T054137_T43REQ_5_0,0.10880829,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38767738689063,31.399428686334442]}"
20241122T054141_20241122T054137_T43REQ_6_0,0.1,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38999711495343,31.400775036068804]}"
20241122T054141_20241122T054137_T43REQ_7_0,0.07201087,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38947265851037,31.40113753302947]}"
20241122T054141_20241122T054137_T43REQ_8_0,0.18950437,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39009931909163,31.400052919777625]}"
20241122T054141_20241122T054137_T43REQ_9_0,0.086603515,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38957710293414,31.400956764371404]}"
20241122T054141_20241122T054137_T43REQ_10_0,0.09947644,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38936858615111,31.401408526128385]}"
20241122T054141_20241122T054137_T43REQ_11_0,0.07641196,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38947154084269,31.40086685943431]}"
20241122T054141_20241122T054137_T43REQ_12_0,0.09963636,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38915150562475,31.399785123164843]}"
20241122T054141_20241122T054137_T43REQ_13_0,0.08523592,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38788479451281,31.398706253420798]}"
20241122T054141_20241122T054137_T43REQ_14_0,0.11027757,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38894150118222,31.399875986104615]}"
20241122T054141_20241122T054137_T43REQ_15_0,0.1125,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39009521463133,31.399060449778577]}"
20241122T054141_20241122T054137_T43REQ_16_0,0.15634218,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38820852478413,31.40069023874324]}"
20241122T054141_20241122T054137_T43REQ_17_0,0.09469443,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3897900920429,31.40158769659236]}"
20241122T054141_20241122T054137_T43REQ_18_0,0.13186814,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39051969962223,31.399961414315648]}"
20241122T054141_20241122T054137_T43REQ_19_0,0.102350265,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3884140733637,31.39951668231881]}"
20241122T054141_20241122T054137_T43REQ_20_0,0.1377841,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38799109488168,31.39897660888161]}"
20241122T054141_20241122T054137_T43REQ_21_0,0.109652005,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3910452676292,31.39986958669011]}"
20241122T054141_20241122T054137_T43REQ_22_0,0.09710897,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38756960406478,31.398797432306885]}"
20241122T054141_20241122T054137_T43REQ_23_0,0.12556928,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39041413776552,31.39987151013896]}"
20241122T054141_20241122T054137_T43REQ_24_0,0.17631462,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3908423682083,31.401674718590012]}"
20241122T054141_20241122T054137_T43REQ_25_0,0.110612854,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38936411671793,31.400325831711246]}"
20241122T054141_20241122T054137_T43REQ_26_0,0.122408025,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38905078307947,31.40086813695037]}"
20241122T054141_20241122T054137_T43REQ_27_0,0.082897685,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38967819225192,31.399963974780853]}"
20241122T054141_20241122T054137_T43REQ_28_0,0.15370019,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3899941305689,31.400053239793753]}"
20241122T054141_20241122T054137_T43REQ_29_0,0.12411576,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39051895254012,31.399780965242865]}"
20241122T054141_20241122T054137_T43REQ_30_0,0.5692106,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38862333408767,31.399245371111665]}"
20241122T054141_20241122T054137_T43REQ_31_0,0.10840108,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38905041092939,31.400777912411584]}"
20241122T054141_20241122T054137_T43REQ_32_0,0.09363296,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38852186270844,31.400147935512823]}"
20241122T054141_20241122T054137_T43REQ_33_0,0.104477614,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39031006947612,31.400142504021936]}"
20241122T054141_20241122T054137_T43REQ_34_0,0.119478635,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38946967809672,31.400415736750187]}"
20241122T054141_20241122T054137_T43REQ_35_0,0.10683477,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39062264620613,31.39941974664227]}"
20241122T054141_20241122T054137_T43REQ_36_0,0.11548913,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39041264401716,31.39951061197867]}"
20241122T054141_20241122T054137_T43REQ_37_0,0.43756786,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38799851741051,31.40078110014943]}"
20241122T054141_20241122T054137_T43REQ_38_0,0.09331568,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39115120422673,31.400049714869933]}"
20241122T054141_20241122T054137_T43REQ_39_0,0.08636977,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39104676381905,31.400230484802897]}"
20241122T054141_20241122T054137_T43REQ_40_0,0.11659808,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39031044282181,31.400232728556134]}"
20241122T054141_20241122T054137_T43REQ_41_0,0.101123594,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3873610822893,31.3992491909903]}"
20241122T054141_20241122T054137_T43REQ_42_0,0.5025747,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3876822076431,31.400601605677377]}"
20241122T054141_20241122T054137_T43REQ_43_0,0.2,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38956965015565,31.39915227349165]}"
20241122T054141_20241122T054137_T43REQ_44_0,0.49796334,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38726033967477,31.40033220362269]}"
20241122T054141_20241122T054137_T43REQ_45_0,0.07573416,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38883594091182,31.39978608061416]}"
20241122T054141_20241122T054137_T43REQ_46_0,0.12587413,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38873484289127,31.400778869639097]}"
20241122T054141_20241122T054137_T43REQ_47_0,0.09226594,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38936784122885,31.40122807707162]}"
20241122T054141_20241122T054137_T43REQ_48_0,0.41070482,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38851851806561,31.399335914475586]}"
20241122T054141_20241122T054137_T43REQ_49_0,0.09963548,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3902097331732,31.401315743071414]}"
20241122T054141_20241122T054137_T43REQ_50_0,0.2491951,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38915113339412,31.39969489861189]}"
20241122T054141_20241122T054137_T43REQ_51_0,0.08058327,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38904929448915,31.40050723878762]}"
20241122T054141_20241122T054137_T43REQ_52_0,0.13065647,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39020562734798,31.40032327328115]}"
20241122T054141_20241122T054137_T43REQ_53_0,0.16451614,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39135970950815,31.399597950212858]}"
20241122T054141_20241122T054137_T43REQ_54_0,0.09209667,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39010417007896,31.401225838668502]}"
20241122T054141_20241122T054137_T43REQ_55_0,0.120815136,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38915448353002,31.40050691954255]}"
20241122T054141_20241122T054137_T43REQ_56_0,0.09311741,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39136195558372,31.400139297376985]}"
20241122T054141_20241122T054137_T43REQ_57_0,0.09411765,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38904668952047,31.39987566695371]}"
20241122T054141_20241122T054137_T43REQ_58_0,0.14945322,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39031118951826,31.40041317762068]}"
20241122T054141_20241122T054137_T43REQ_59_0,0.10856453,2024-11-22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39020898664444,31.401135294030116]}"
20241127T054109_20241127T054324_T43REQ_0_0,0.18518518,2024-11-27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38831297115634,31.400509471086675]}"
20241127T054109_20241127T054324_T43REQ_1_0,0.17118719,2024-11-27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38957710293414,31.400956764371404]}"
20241127T054109_20241127T054324_T43REQ_2_0,0.19366755,2024-11-27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38852000455684,31.39969681272711]}"
20241127T054109_20241127T054324_T43REQ_3_0,0.13816127,2024-11-27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38904743378889,31.400056116055488]}"
20241127T054109_20241127T054324_T43REQ_4_0,0.13545151,2024-11-27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38988558564554,31.39924153880646]}"
20241127T054109_20241127T054324_T43REQ_5_0,0.15932819,2024-11-27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38767738689063,31.399428686334442]}"
20241127T054109_20241127T054324_T43REQ_6_0,0.19483316,2024-11-27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38999711495343,31.400775036068804]}"
20241127T054109_20241127T054324_T43REQ_7_0,0.14131413,2024-11-27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38947265851037,31.40113753302947]}"
20241127T054109_20241127T054324_T43REQ_8_0,0.22738694,2024-11-27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39009931909163,31.400052919777625]}"
20241127T054109_20241127T054324_T43REQ_9_0,0.17118719,2024-11-27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38957710293414,31.400956764371404]}"
20241127T054109_20241127T054324_T43REQ_10_0,0.1924722,2024-11-27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38936858615111,31.401408526128385]}"
20241127T054109_20241127T054324_T43REQ_11_0,0.1606134,2024-11-27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38947154084269,31.40086685943431]}"
20241127T054109_20241127T054324_T43REQ_12_0,0.18811882,2024-11-27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38915150562475,31.399785123164843]}"
20241127T054109_20241127T054324_T43REQ_13_0,0.1951952,2024-11-27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38788479451281,31.398706253420798]}"
20241127T054109_20241127T054324_T43REQ_14_0,0.1754123,2024-11-27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38894150118222,31.399875986104615]}"
20241127T054109_20241127T054324_T43REQ_15_0,0.14198937,2024-11-27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39009521463133,31.399060449778577]}"
20241127T054109_20241127T054324_T43REQ_16_0,0.26061776,2024-11-27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38820852478413,31.40069023874324]}"
20241127T054109_20241127T054324_T43REQ_17_0,0.14735658,2024-11-27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3897900920429,31.40158769659236]}"
20241127T054109_20241127T054324_T43REQ_18_0,0.1562719,2024-11-27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39051969962223,31.399961414315648]}"
20241127T054109_20241127T054324_T43REQ_19_0,0.20372285,2024-11-27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3884140733637,31.39951668231881]}"
20241127T054109_20241127T054324_T43REQ_20_0,0.23850085,2024-11-27,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38799109488168,31.39897660888161]}"
