system:index,NDWI,date,.geo
20241023T053901_20241023T053903_T43REQ_45_0,-0.14329037,2024-10-23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38883594091182,31.39978608061416]}"
20241023T053901_20241023T053903_T43REQ_46_0,-0.24630542,2024-10-23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38873484289127,31.400778869639097]}"
20241023T053901_20241023T053903_T43REQ_47_0,-0.37526426,2024-10-23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38936784122885,31.40122807707162]}"
20241023T053901_20241023T053903_T43REQ_48_0,-0.2559055,2024-10-23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38851851806561,31.399335914475586]}"
20241023T053901_20241023T053903_T43REQ_49_0,-0.37124804,2024-10-23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3902097331732,31.401315743071414]}"
20241023T053901_20241023T053903_T43REQ_50_0,-0.1920821,2024-10-23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38915113339412,31.39969489861189]}"
20241023T053901_20241023T053903_T43REQ_51_0,-0.14441842,2024-10-23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38904929448915,31.40050723878762]}"
20241023T053901_20241023T053903_T43REQ_52_0,-0.3068182,2024-10-23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39020562734798,31.40032327328115]}"
20241023T053901_20241023T053903_T43REQ_53_0,-0.37288135,2024-10-23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39135970950815,31.399597950212858]}"
20241023T053901_20241023T053903_T43REQ_54_0,-0.3701016,2024-10-23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39010417007896,31.401225838668502]}"
20241023T053901_20241023T053903_T43REQ_55_0,-0.19190405,2024-10-23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38915448353002,31.40050691954255]}"
20241023T053901_20241023T053903_T43REQ_56_0,-0.3641686,2024-10-23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39136195558372,31.400139297376985]}"
20241023T053901_20241023T053903_T43REQ_57_0,-0.15384616,2024-10-23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38904668952047,31.39987566695371]}"
20241023T053901_20241023T053903_T43REQ_58_0,-0.36926362,2024-10-23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39031118951826,31.40041317762068]}"
20241023T053901_20241023T053903_T43REQ_59_0,-0.38097686,2024-10-23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39020898664444,31.401135294030116]}"
20241028T053839_20241028T054102_T43REQ_0_0,-0.13291925,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38831297115634,31.400509471086675]}"
20241028T053839_20241028T054102_T43REQ_1_0,-0.28996122,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38957710293414,31.400956764371404]}"
20241028T053839_20241028T054102_T43REQ_2_0,-0.12544803,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38852000455684,31.39969681272711]}"
20241028T053839_20241028T054102_T43REQ_3_0,-0.115933046,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38904743378889,31.400056116055488]}"
20241028T053839_20241028T054102_T43REQ_4_0,-0.28596187,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38988558564554,31.39924153880646]}"
20241028T053839_20241028T054102_T43REQ_5_0,-0.14454277,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38767738689063,31.399428686334442]}"
20241028T053839_20241028T054102_T43REQ_6_0,-0.29576233,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38999711495343,31.400775036068804]}"
20241028T053839_20241028T054102_T43REQ_7_0,-0.2943158,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38947265851037,31.40113753302947]}"
20241028T053839_20241028T054102_T43REQ_8_0,-0.23047437,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39009931909163,31.400052919777625]}"
20241028T053839_20241028T054102_T43REQ_9_0,-0.28996122,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38957710293414,31.400956764371404]}"
20241028T053839_20241028T054102_T43REQ_10_0,-0.27340475,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38936858615111,31.401408526128385]}"
20241028T053839_20241028T054102_T43REQ_11_0,-0.30696476,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38947154084269,31.40086685943431]}"
20241028T053839_20241028T054102_T43REQ_12_0,-0.13797036,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38915150562475,31.399785123164843]}"
20241028T053839_20241028T054102_T43REQ_13_0,-0.3033493,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38788479451281,31.398706253420798]}"
20241028T053839_20241028T054102_T43REQ_14_0,-0.10771042,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38894150118222,31.399875986104615]}"
20241028T053839_20241028T054102_T43REQ_15_0,-0.26845637,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39009521463133,31.399060449778577]}"
20241028T053839_20241028T054102_T43REQ_16_0,-0.2642001,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38820852478413,31.40069023874324]}"
20241028T053839_20241028T054102_T43REQ_17_0,-0.29098713,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3897900920429,31.40158769659236]}"
20241028T053839_20241028T054102_T43REQ_18_0,-0.2803419,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39051969962223,31.399961414315648]}"
20241028T053839_20241028T054102_T43REQ_19_0,-0.11373011,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3884140733637,31.39951668231881]}"
20241028T053839_20241028T054102_T43REQ_20_0,-0.1314418,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38799109488168,31.39897660888161]}"
20241028T053839_20241028T054102_T43REQ_21_0,-0.2851646,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3910452676292,31.39986958669011]}"
20241028T053839_20241028T054102_T43REQ_22_0,-0.14336494,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38756960406478,31.398797432306885]}"
20241028T053839_20241028T054102_T43REQ_23_0,-0.2752137,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39041413776552,31.39987151013896]}"
20241028T053839_20241028T054102_T43REQ_24_0,-0.29446065,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3908423682083,31.401674718590012]}"
20241028T053839_20241028T054102_T43REQ_25_0,-0.14974761,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38936411671793,31.400325831711246]}"
20241028T053839_20241028T054102_T43REQ_26_0,-0.2818792,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38905078307947,31.40086813695037]}"
20241028T053839_20241028T054102_T43REQ_27_0,-0.14741036,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38967819225192,31.399963974780853]}"
20241028T053839_20241028T054102_T43REQ_28_0,-0.15812196,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3899941305689,31.400053239793753]}"
20241028T053839_20241028T054102_T43REQ_29_0,-0.27940568,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39051895254012,31.399780965242865]}"
20241028T053839_20241028T054102_T43REQ_30_0,-0.24446785,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38862333408767,31.399245371111665]}"
20241028T053839_20241028T054102_T43REQ_31_0,-0.27281192,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38905041092939,31.400777912411584]}"
20241028T053839_20241028T054102_T43REQ_32_0,-0.13442211,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38852186270844,31.400147935512823]}"
20241028T053839_20241028T054102_T43REQ_33_0,-0.27877462,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39031006947612,31.400142504021936]}"
20241028T053839_20241028T054102_T43REQ_34_0,-0.1085044,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38946967809672,31.400415736750187]}"
20241028T053839_20241028T054102_T43REQ_35_0,-0.2875,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39062264620613,31.39941974664227]}"
20241028T053839_20241028T054102_T43REQ_36_0,-0.29430893,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39041264401716,31.39951061197867]}"
20241028T053839_20241028T054102_T43REQ_37_0,-0.19095477,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38799851741051,31.40078110014943]}"
20241028T053839_20241028T054102_T43REQ_38_0,-0.26860565,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39115120422673,31.400049714869933]}"
20241028T053839_20241028T054102_T43REQ_39_0,-0.27407408,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39104676381905,31.400230484802897]}"
20241028T053839_20241028T054102_T43REQ_40_0,-0.28410077,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39031044282181,31.400232728556134]}"
20241028T053839_20241028T054102_T43REQ_41_0,-0.12742719,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3873610822893,31.3992491909903]}"
20241028T053839_20241028T054102_T43REQ_42_0,-0.13945803,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3876822076431,31.400601605677377]}"
20241028T053839_20241028T054102_T43REQ_43_0,-0.3195975,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38956965015565,31.39915227349165]}"
20241028T053839_20241028T054102_T43REQ_44_0,-0.12555768,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38726033967477,31.40033220362269]}"
20241028T053839_20241028T054102_T43REQ_45_0,-0.13415349,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38883594091182,31.39978608061416]}"
20241028T053839_20241028T054102_T43REQ_46_0,-0.17454955,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38873484289127,31.400778869639097]}"
20241028T053839_20241028T054102_T43REQ_47_0,-0.27899686,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38936784122885,31.40122807707162]}"
20241028T053839_20241028T054102_T43REQ_48_0,-0.16164994,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38851851806561,31.399335914475586]}"
20241028T053839_20241028T054102_T43REQ_49_0,-0.28003496,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3902097331732,31.401315743071414]}"
20241028T053839_20241028T054102_T43REQ_50_0,-0.10960452,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38915113339412,31.39969489861189]}"
20241028T053839_20241028T054102_T43REQ_51_0,-0.18248175,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38904929448915,31.40050723878762]}"
20241028T053839_20241028T054102_T43REQ_52_0,-0.22161627,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39020562734798,31.40032327328115]}"
20241028T053839_20241028T054102_T43REQ_53_0,-0.29844645,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39135970950815,31.399597950212858]}"
20241028T053839_20241028T054102_T43REQ_54_0,-0.27853492,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39010417007896,31.401225838668502]}"
20241028T053839_20241028T054102_T43REQ_55_0,-0.14816967,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38915448353002,31.40050691954255]}"
20241028T053839_20241028T054102_T43REQ_56_0,-0.2676923,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39136195558372,31.400139297376985]}"
20241028T053839_20241028T054102_T43REQ_57_0,-0.12223516,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38904668952047,31.39987566695371]}"
20241028T053839_20241028T054102_T43REQ_58_0,-0.26521343,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39031118951826,31.40041317762068]}"
20241028T053839_20241028T054102_T43REQ_59_0,-0.28507194,2024-10-28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39020898664444,31.401135294030116]}"
20241102T054001_20241102T054002_T43REQ_0_0,-0.09839416,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38831297115634,31.400509471086675]}"
20241102T054001_20241102T054002_T43REQ_1_0,-0.28224456,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38957710293414,31.400956764371404]}"
20241102T054001_20241102T054002_T43REQ_2_0,-0.12138084,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38852000455684,31.39969681272711]}"
20241102T054001_20241102T054002_T43REQ_3_0,-0.08635098,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38904743378889,31.400056116055488]}"
20241102T054001_20241102T054002_T43REQ_4_0,-0.29907668,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38988558564554,31.39924153880646]}"
20241102T054001_20241102T054002_T43REQ_5_0,-0.09921962,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38767738689063,31.399428686334442]}"
20241102T054001_20241102T054002_T43REQ_6_0,-0.2516303,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38999711495343,31.400775036068804]}"
20241102T054001_20241102T054002_T43REQ_7_0,-0.2766487,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38947265851037,31.40113753302947]}"
20241102T054001_20241102T054002_T43REQ_8_0,-0.250774,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39009931909163,31.400052919777625]}"
20241102T054001_20241102T054002_T43REQ_9_0,-0.28224456,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38957710293414,31.400956764371404]}"
20241102T054001_20241102T054002_T43REQ_10_0,-0.2642939,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38936858615111,31.401408526128385]}"
20241102T054001_20241102T054002_T43REQ_11_0,-0.2818389,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38947154084269,31.40086685943431]}"
20241102T054001_20241102T054002_T43REQ_12_0,-0.09911894,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38915150562475,31.399785123164843]}"
20241102T054001_20241102T054002_T43REQ_13_0,-0.28149435,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38788479451281,31.398706253420798]}"
20241102T054001_20241102T054002_T43REQ_14_0,-0.106310405,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38894150118222,31.399875986104615]}"
20241102T054001_20241102T054002_T43REQ_15_0,-0.27348295,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39009521463133,31.399060449778577]}"
20241102T054001_20241102T054002_T43REQ_16_0,-0.17405765,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38820852478413,31.40069023874324]}"
20241102T054001_20241102T054002_T43REQ_17_0,-0.28319725,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3897900920429,31.40158769659236]}"
20241102T054001_20241102T054002_T43REQ_18_0,-0.2693845,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39051969962223,31.399961414315648]}"
20241102T054001_20241102T054002_T43REQ_19_0,-0.1170973,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3884140733637,31.39951668231881]}"
20241102T054001_20241102T054002_T43REQ_20_0,-0.17317846,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38799109488168,31.39897660888161]}"
20241102T054001_20241102T054002_T43REQ_21_0,-0.2614108,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3910452676292,31.39986958669011]}"
20241102T054001_20241102T054002_T43REQ_22_0,-0.14285715,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38756960406478,31.398797432306885]}"
20241102T054001_20241102T054002_T43REQ_23_0,-0.28603193,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39041413776552,31.39987151013896]}"
20241102T054001_20241102T054002_T43REQ_24_0,-0.29742193,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3908423682083,31.401674718590012]}"
20241102T054001_20241102T054002_T43REQ_25_0,-0.122030236,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38936411671793,31.400325831711246]}"
20241102T054001_20241102T054002_T43REQ_26_0,-0.26368612,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38905078307947,31.40086813695037]}"
20241102T054001_20241102T054002_T43REQ_27_0,-0.1253362,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38967819225192,31.399963974780853]}"
20241102T054001_20241102T054002_T43REQ_28_0,-0.17167601,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3899941305689,31.400053239793753]}"
20241102T054001_20241102T054002_T43REQ_29_0,-0.28677914,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39051895254012,31.399780965242865]}"
20241102T054001_20241102T054002_T43REQ_30_0,-0.25440556,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38862333408767,31.399245371111665]}"
20241102T054001_20241102T054002_T43REQ_31_0,-0.23818181,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38905041092939,31.400777912411584]}"
20241102T054001_20241102T054002_T43REQ_32_0,-0.100511074,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38852186270844,31.400147935512823]}"
20241102T054001_20241102T054002_T43REQ_33_0,-0.27904093,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39031006947612,31.400142504021936]}"
20241102T054001_20241102T054002_T43REQ_34_0,-0.13251701,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38946967809672,31.400415736750187]}"
20241102T054001_20241102T054002_T43REQ_35_0,-0.28538284,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39062264620613,31.39941974664227]}"
20241102T054001_20241102T054002_T43REQ_36_0,-0.2873016,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39041264401716,31.39951061197867]}"
20241102T054001_20241102T054002_T43REQ_37_0,-0.22822492,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38799851741051,31.40078110014943]}"
20241102T054001_20241102T054002_T43REQ_38_0,-0.24747474,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39115120422673,31.400049714869933]}"
20241102T054001_20241102T054002_T43REQ_39_0,-0.27241963,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39104676381905,31.400230484802897]}"
20241102T054001_20241102T054002_T43REQ_40_0,-0.2729565,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39031044282181,31.400232728556134]}"
20241102T054001_20241102T054002_T43REQ_41_0,-0.100225225,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3873610822893,31.3992491909903]}"
20241102T054001_20241102T054002_T43REQ_42_0,-0.15008828,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3876822076431,31.400601605677377]}"
20241102T054001_20241102T054002_T43REQ_43_0,-0.28568015,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38956965015565,31.39915227349165]}"
20241102T054001_20241102T054002_T43REQ_44_0,-0.14399545,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38726033967477,31.40033220362269]}"
20241102T054001_20241102T054002_T43REQ_45_0,-0.1070028,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38883594091182,31.39978608061416]}"
20241102T054001_20241102T054002_T43REQ_46_0,-0.1695279,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38873484289127,31.400778869639097]}"
20241102T054001_20241102T054002_T43REQ_47_0,-0.27417925,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38936784122885,31.40122807707162]}"
20241102T054001_20241102T054002_T43REQ_48_0,-0.2112532,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38851851806561,31.399335914475586]}"
20241102T054001_20241102T054002_T43REQ_49_0,-0.26965794,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3902097331732,31.401315743071414]}"
20241102T054001_20241102T054002_T43REQ_50_0,-0.13965885,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38915113339412,31.39969489861189]}"
20241102T054001_20241102T054002_T43REQ_51_0,-0.11883408,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38904929448915,31.40050723878762]}"
20241102T054001_20241102T054002_T43REQ_52_0,-0.19980718,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39020562734798,31.40032327328115]}"
20241102T054001_20241102T054002_T43REQ_53_0,-0.2886638,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39135970950815,31.399597950212858]}"
20241102T054001_20241102T054002_T43REQ_54_0,-0.27057794,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39010417007896,31.401225838668502]}"
20241102T054001_20241102T054002_T43REQ_55_0,-0.14741683,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38915448353002,31.40050691954255]}"
20241102T054001_20241102T054002_T43REQ_56_0,-0.25585428,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39136195558372,31.400139297376985]}"
20241102T054001_20241102T054002_T43REQ_57_0,-0.124194,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38904668952047,31.39987566695371]}"
20241102T054001_20241102T054002_T43REQ_58_0,-0.25,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39031118951826,31.40041317762068]}"
20241102T054001_20241102T054002_T43REQ_59_0,-0.26728314,2024-11-02,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39020898664444,31.401135294030116]}"
20241107T053929_20241107T054229_T43REQ_0_0,-0.23320958,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38831297115634,31.400509471086675]}"
20241107T053929_20241107T054229_T43REQ_1_0,-0.32277924,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38957710293414,31.400956764371404]}"
20241107T053929_20241107T054229_T43REQ_2_0,-0.16775341,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38852000455684,31.39969681272711]}"
20241107T053929_20241107T054229_T43REQ_3_0,-0.19950739,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38904743378889,31.400056116055488]}"
20241107T053929_20241107T054229_T43REQ_4_0,-0.29223302,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38988558564554,31.39924153880646]}"
20241107T053929_20241107T054229_T43REQ_5_0,-0.19753467,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38767738689063,31.399428686334442]}"
20241107T053929_20241107T054229_T43REQ_6_0,-0.34410182,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38999711495343,31.400775036068804]}"
20241107T053929_20241107T054229_T43REQ_7_0,-0.35144928,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38947265851037,31.40113753302947]}"
20241107T053929_20241107T054229_T43REQ_8_0,-0.30490404,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39009931909163,31.400052919777625]}"
20241107T053929_20241107T054229_T43REQ_9_0,-0.32277924,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38957710293414,31.400956764371404]}"
20241107T053929_20241107T054229_T43REQ_10_0,-0.37487438,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38936858615111,31.401408526128385]}"
20241107T053929_20241107T054229_T43REQ_11_0,-0.34701324,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38947154084269,31.40086685943431]}"
20241107T053929_20241107T054229_T43REQ_12_0,-0.1943958,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38915150562475,31.399785123164843]}"
20241107T053929_20241107T054229_T43REQ_13_0,-0.2900208,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38788479451281,31.398706253420798]}"
20241107T053929_20241107T054229_T43REQ_14_0,-0.18156338,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38894150118222,31.399875986104615]}"
20241107T053929_20241107T054229_T43REQ_15_0,-0.28015018,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39009521463133,31.399060449778577]}"
20241107T053929_20241107T054229_T43REQ_16_0,-0.29201564,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38820852478413,31.40069023874324]}"
20241107T053929_20241107T054229_T43REQ_17_0,-0.40819278,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3897900920429,31.40158769659236]}"
20241107T053929_20241107T054229_T43REQ_18_0,-0.31761444,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39051969962223,31.399961414315648]}"
20241107T053929_20241107T054229_T43REQ_19_0,-0.19905771,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3884140733637,31.39951668231881]}"
20241107T053929_20241107T054229_T43REQ_20_0,-0.20067835,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38799109488168,31.39897660888161]}"
20241107T053929_20241107T054229_T43REQ_21_0,-0.3492139,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3910452676292,31.39986958669011]}"
20241107T053929_20241107T054229_T43REQ_22_0,-0.20186698,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38756960406478,31.398797432306885]}"
20241107T053929_20241107T054229_T43REQ_23_0,-0.33302152,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39041413776552,31.39987151013896]}"
20241107T053929_20241107T054229_T43REQ_24_0,-0.3680797,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3908423682083,31.401674718590012]}"
20241107T053929_20241107T054229_T43REQ_25_0,-0.20209059,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38936411671793,31.400325831711246]}"
20241107T053929_20241107T054229_T43REQ_26_0,-0.36507937,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38905078307947,31.40086813695037]}"
20241107T053929_20241107T054229_T43REQ_27_0,-0.19268154,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.38967819225192,31.399963974780853]}"
20241107T053929_20241107T054229_T43REQ_28_0,-0.20644048,2024-11-07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.3899941305689,31.400053239793753]}"
